일자	언론사	제목	키워드
20201106	부산일보	[SNS:판] "한복은 중국 옷" 샤이닝니키 '한복 원조 논쟁' 시끌	한복,중국,샤이닝니키,한복,원조,논쟁,시끌,샤이닝니키,온라인,커뮤니티,한국,전통,의상,한복,한국,중국,누리,원조,논쟁,페이퍼게임즈,중국,게임,업체,샤이닝니키,스타일,게임,출시,한복,의상,중국,누리,한복,중국,명나라,시대,한푸,조선족,고유,의상,주장,한국,누리,우리나라,의상,한복,강탈,중국,억지,주장,항의,결국,여론,결국,샤이닝니키,불매,운동,논란,페이퍼게임즈코리아,샤이닝니키,한복,아이템,삭제,공식,카페,샤이닝니키,한국판,서비스,종료,페이퍼게임즈,중국,기업,게임,제작,세계,유저,복식,문화,이야기,중국,전통,복식,문화,사람들,유감,분노,논란,의상,사봉궐,공지,세트,폐기,안내,계정들,중국,모욕,마지막,한계,강조,한국,누리,페이퍼게임즈,입장,반발,한국,전통,의상,한복,중국,주장,비판,한국판,서비스,종료,이해,게임,누리꾼,환불,방법,공지,캡처,샤이닝니키,공식,카페,누리꾼,카페,샤이닝니키,공식,유저들,기만,환불,이야기,나라,모욕,우리나라,비판,한복,대한민국,고유,의복,중국,운영팀,문화,조롱,한복,한국,문화,청와대,국민,청원,지난달,한복,정부,대응,촉구,제목,청원,게재,사이닝니키,한복,논란,중국,동북공정,東北工程,지적,설득력,동북공정,중국,국경,역사,자국,역사,편입,고구려,발해,한반도,역사,자국,역사,시도,그룹,방탄,소년단,BTS,6,중국,누리,대규모,운동,맥락,BTS,리더,RM,본명,김남준,코리아,소사이어티,주관,소감,밴플리트,수상,한국,전쟁,주년,양국,고난,역사,남성,여성,희생,기억,중국,누리,공격,시작,중국,관영,매체,환구,시보,한미,양국,고난,역사,수상,소감,중국,누리꾼,분노,보도,문화체육관광부,한복,고구려,고분,벽화,4~6세기,신라,백제,유물,확인,신라,조선,시대,양식,변화,조선,시대,정착,청와대,국민,청원,게시판,캡처,장혜진,부산닷컴
20201106	중앙일보	"한복 중국 것" 황당 주장하며 한국서 게임 내린 '샤이닝니키'	한복,중국,황당,주장,한국,게임,샤이닝니키,중국,게임사,페이퍼게임즈,샤이닝니키,자사,스타일링,모바일,게임,한국판,서비스,시작,일주일,종료,공지,페이퍼게임즈,안내문,공식,카페,한국판,서비스,종료,논란,의상,세트,폐기,공지,안내,계정들,중국,모욕,마지막,한계,중국,기업,행위,배격,국가,존엄성,수호,페이퍼게임즈,한국판,서비스,종료,한복,논란,서비스,시작,페이퍼게임즈,한국,의상,추가,한복,한국,전통의상,소개,중국,이용자,한복,명나라,한푸,의상,조선족,전통,중국,전통,의상,한국,업데이트,항의,논란,페이퍼게임즈,아이템,한복,게임,삭제,결정,국가,한복,아이템,출시,페이퍼게임즈,중국,한복,아이템,출시,한국,논란,페이퍼게임즈,안내문,서비스,종료,문화,전통,의상,논란,주목,중국,기업,입장,조국,일치,강조,의관제도,중국,동일,관점,문장,견해,동의,공유,중국,공산주의,청년단,중앙,위원회,한국,왕실,의상,명나라,황제,수여,한국,자체적,복장,체계,한국,드라마,한복,명나라,의상,개선,주장,서비스,종료,페이퍼게임즈,공유,한국,네티즌,반응,네티즌들,한국,모욕,게임,한복,동북,공정,게임,축하,서비스,종료,분노,중국,TV,프로그램,한복,등장,중국,사극,한복,시녀,예능,프로그램,참가자,한복,아리랑,공연,한복,자국,문화,편입,시도,움직임,네티즌들,지적,한국,네티즌,트위터,한복챌린지,Korea,hanbok,challenge,해시태그,한복,사진,그림,한복,의상,한국,전통,메시지,확산,운동
20201106	한국경제	샤이닝니키, '한복은 중국 것' 논란에 "조국과 입장 같아 韓 서비스 종료"	샤이닝니키,한복,중국,논란,조국,입장,종료,서비스,중국게임사,페이퍼게임즈,출시,샤이닝니키,모바일,게임,한국,서비스,종료,게임,게임,한복,아이템,중국,네티즌,중국,전통문화,주장,수용,논란,사과,환불,안내,일방적,방침,서비스,종료,샤이닝니키,서버,한국,한복,추가,한국,전통의상,소개,중국,유저,한복,중국,전통의상,주장,시작,한복,한국,전통,의상,명나라,시대,한푸,조선족,고유,의상,항의,페이퍼게임즈,웨이보,중국,이용자,대상,성명,페이퍼게임즈,중국,기업,회사,조국,입장,일치,국가,이익,손해,행위,반대,중국,기업,책임,사명,회사,중국,전통문화,사랑,존중,고수,국가,존엄,한복,아이템,삭제,사실,한복,중국,전통문화,주장,중국,유저,의견,한국,이용자,한복,중국,억지,주장,샤이닝니키,대응,이해,반발,환불,의견,시작,구글,플레이,평점,추락,대로,샤이닝니키,한국,서비스,종료,의견,샤이닝니키,공지,페이퍼게임즈,중국,기업,게임,제작,세계,유저,복식,문화,이야기,중국,전통,복식,문화,사람들,문화,전통,의상,논란,주목,중국,기업,입장,조국,강조,논란,의상,세트,폐기,공지,안내,계정들,중국,모욕,급진적,말들,차례,결국,마지막,한계,행위,배격,국가,존엄성,수호,종료,한국판,서비스,안내,일각,중국,동북공정,東北工程,지적,동북공정,중국,국경,역사,자국,역사,편입,프로젝트,중국,동북,지역,역사적,중국,영역,주장,사업,역사,왜곡,일환,그간,중국,고구려,발해사,중국사라,주장,그룹,방탄,소년단,활약,드라마,킹덤,세계적,인기,한복,중국,주장,논란,TV,프로그램,한복,김치,아리랑,중국,전통,소개,논란
20201106	아주경제	중국의 이상한 갑질...게임 '샤이닝니키'부터 블랙핑크 판다 접촉 논란까지	중국,갑질,게임,샤이닝니키,블랙핑크,접촉,논란,사진,코리아소사이어티,캡처,온라인,정도,중국,중국,얼마,방탄소년단,BTS,딴지,블랙핑크,게임,갑질,지난달,미우호단체,코리아,소사이어티,밴플리트상,수상,RM,방탄,소년단,리더,행사,한국,전쟁,주년,의미,양국,고난,역사,희생,기억,수상,소감,중국,방탄소년단,양국,단어,트집,시작,중국,네티즌,6,희생,중국인,희생,무시,발언,역사,인식,억지,주장,시작,네티즌들,웨이보,방탄,소년단,공식,욕설,테러,시작,중국,택배,회사,방탄소년단,상품,방탄,소년단,배송,삼성,현대차,중국,한국,기업,방탄소년단,광고,방탄,소년단,중국인,물품,길거리,폭행,보도,중국,당국,개입,보도,한국,언론,외신,중국,비판,로이터통신,논란,세계,경제,대국,중국,브랜,정치,지뢰,지적,파이낸셜타임스,논란,중국,외국,브랜드,민족주의,직면,위험,강조,사진,웹예능,캡처,중국,방탄소년단,공격,블랙핑크,블랙,핑크,예능,BLACKPINK,아기,판다,에버랜드,이날,멤버,사육사,판다,사육,방송,중국,네티즌,블랙핑크,화장,새끼,접촉,장갑,마스크,착용,판다,어른,불법적,지적,시나뉴스,중국,매체,시나,한국,연예인,판다,불법,접촉,누리,분노,국보,상처,제목,기사,게시,중국,네티즌,세계,국보,중국,중국,해외,후손,후손,중국,한국인,국보,규정,회수,국보,손해배상,청구,권리,주장,논란,에버랜드,CBS,노컷,인터뷰,그날,촬영,사육사,참여,소독,절차,사진,샤이닝니키,캡처,공식,카페,중국,게임,한국,게이머,갑질,중국,기업,샤이닝니키,논란,중심,페이퍼게임즈,출시,지난달,샤이닝니키,일주일,서비스,종료,게임사,계정,중국,모욕,한계,공지,문화,전통,의상,논란,주목,중국,기업,입장,조국,일치,강조,한복,복장,한국,전통,웨이신,보도,인용,한국,서비스,론칭,초반,채널,월드,채팅,출현,언론,지속적,주목,동시,운영,지역,운영,연락,최대,권한,처리,진행,논란,의상,세트,폐기,공지,안내,계정들,중국,모욕,급진적,언론,차례,결국,마지막,한계,중국,기업,언론,행위,배격,국가,존엄성,수호,한국판,서비스,종료,논란,게임,한복,의상,게임사,샤이닝니키,한국,출시,기념,아이템,한복,의상,세월,한울,세월,품위,가온길,추가,아이템,중국,출시,예정,중국,네티즌,한복,의상,한국,전통,명나라,시대,한푸,조선족,고유,의상,항의,게임사,중국,한국,이용자,중국,채팅,계정,정지,중국,전통,국가,존엄,페이퍼게임코리아,의상,아이템,전량,파기,회수,금액,환불,공지,논란,서비스,종료,게임사,종료,책임,한국인,공지,한국,네티즌,샤이닝니키,나름,게임들,기간,게이머,생각,공지,업무,중국,게임,중국,콘텐츠,te,샤이닝니키,섭종,진짜,대박,정부,압박,샤이닝니키에,참여,성우진,생각,로컬라이징,정도,비용,공포,지경,댓글,비난,샤이닝니키,종료,게임,다운로드,결제,차단,6일,진행,사진,샤이닝니키,공지글
20201106	국민일보	‘한복 중국옷’ 논란에 서비스 종료한 샤이닝니키	한복,중국옷,논란,서비스,종료,샤이닝니키,중국게임사,페이퍼게임즈,출시,지난달,스타일링,게임,샤이닝니키,논란,게임,등장,한복,아이템,중국,네티즌,중국,전통문화,주장,회사,수용,아이템,삭제,중국,전통문화,존중,성명,페이퍼게임즈코리아,샤이닝니키,한국,출시,기념,2일,중국,서버,아이템,한복,의상,품위,가온길,세월,한울,세월,추가,한국,서버,아이템,출시,중국,네티즌,한복,한국,전통,의상,명나라,시대,한푸,조선족,고유,의상,주장,항의,페이퍼게임즈,웨이보,중국,이용자,대상,성명,페이퍼게임즈,성명,중국,기업,회사,조국,입장,일치,국가,이익,손해,행위,반대,중국,기업,책임,사명,서버,샤이닝니키,한국,중국,모욕,악의적,사실,이용자,운영,정지,채팅,조치,페이퍼게임즈,회사,중국,전통문화,사랑,존중,고수,국가,존엄,페이퍼게임즈,코리아,한국,샤이닝니키,카페,공지,진행,업데이트,아이템,논쟁,발생,내부적,긴급회의,진행,회사,이벤트,아이템,파기,회수,진행,예정,국가,출시,한국,이용자,반발,우리나라,고유,의상,한복,강탈,중국,네티즌,억지,주장,한복,아이템,삭제,샤이닝니키,대응,이해,지적,게임,환불,신청,의견,구글,플레이,평점,추락,대로,사이닝니키,논란,한복,삭제,중국,동북공정,東北工程,지적,설득력,동북공정,중국,국경,역사,자국,역사,편입,고구려,발해,한반도,역사,자국,역사,시도,방탄소년단,드라마,킹덤,한류,콘텐츠,세계적,인기,한복,한국,문화,중국,주장,논란
20201107	서울경제	中 주장처럼 '한복=한푸?' 동양의복 전문가에게 물어봤다[오지현의 하드캐리]	주장,한복,한푸,동양의복,전문가,오지현,하드캐리,논란,한복,세트,폐기,공지,안내,계정들,중국,모욕,급진적,언론,차례,결국,마지막,한계,중국,기업,언론,행위,배격,국가,존엄성,수호,샤이닝니키,한국판,서비스,종료,게임,패션,스타일링,대대적,마케팅,진행,인기,샤이닝니키,중국,게임,종료,한국,서비스,선언,한복,논란,사태,초래,한복,출시,게임,종료,중국,게임,개발사,페이퍼게임즈,직영,운영,패션,스타일링,게임,샤이닝니키,공지,사항,한국,서비스,중단,출시,일주일,결정,게임,다운로드,결제,차단,당장,서비스,종료,9일,예정,이용신,남도형,성우,유명,섭외,대대적,광고,마케팅,집행,한복,논란,서비스,종료,일방적,통보,충격,구글,플레이스토어,매출,순위,이름,논란,발단,샤이닝니키,서버,한국,한복,의상,추가,한국,전통의상,소개,사실,사이,중국,네티즌,논란,중국,유저,한복,한국,전통,의상,명나라,한푸,漢服,조선족,고유,의상,주장,페이퍼게임즈,중국,반발,출시,하루,한복,콘텐츠,삭제,사실,한국,논란,페이퍼게임즈,공식,SNS,웨이보,중국,기업,회사,입장,조국,입장,일치,국가,이익,손해,행위,반대,입장,표명,커뮤니티,한국,공식,중국,기업,언론,행위,배격,국가,존엄성,수호,종료,한국,서비스,선언,링크,웨이보,논란,공청단,중국,공산주의,청년,중앙,위원회,공식,웨이보,계정,게시,한푸,한복,유래,코멘트,한푸,시대별,양상,중국인,대다수,구성,민족,한족,고유,한국,중국,네티즌,한푸,한복,주장,사실,유사,형식,복식,원조,양국,네티즌,싸움,형국,한국,네티즌,분노,게임,문화,동북,공정,東北工程,중국,불매,목소리,확산,한복,한복,챌린지,해시태그,운동,참여,사람,한푸,한복,전문가들,복식사,전문가,공통,의견,패션디자인,문광희,동의대,패션,디자인,명예교수,한복문화학회장,한족,지배,당송명대,전통복식,한복,단언,통일신라,일시적,통일신라,일시,중국,당나라,궁중,유행,서민들,한복,고유,모습,유지,조선시대,연결,당나라,유행,보편화,고려시대,조선,시대,궁중,복식,교수,설명,원대,명대,초기,여성,복식,한복,유사,고려양,문화,세기,원나라,침략,한국,여자들,중국,교류,고유,한국,복식,자연,인접,국가,문화,교류,자연,복식,영향,구체적,옷깃,허리,소매,모양,색상,착장,방식,복식,구분,고유,특성,중국,전문가,공청단,중국,네티즌,중국,입장,치환,지적,우수근,중국,산동대,객좌,교수,사태,중국,게임사,극단적,중국,네티즌,의견,중국,시장,눈치,과잉대응,입장,중국,정부,민족주의,중화,주의,교육,양날,곤란,상황,설명,교수,조선족,복식,한복,중국,전통,논리,우리나라,화교,사용,중국,언어,음식,풍습,우리나라,수준,몰지각,네티즌들,이야기,일희일비,중국,정부,옹호,단언,6,빌미,중국,방탄소년단,BTS,상품,통관,이야기,중국,정부,수습,사례,대표,중국,외교,교류,우호,호혜,협력,촉진,입장,무책임,보도,논평,양국,지장,공식,입장,low,high,저급,품위,미셸,오바마,민주당,전당,대회,대통령,도널드,트럼프,막말,경계,발언,BTS,블랙,핑크,논란,대중문화,분야,감정,트집,공격,품위,대처,조금,냉정,고민
20201109	전자신문	배낄 수 없다면 훔쳐버리겠다 위험 수위에 도달한 콘텐츠 동북공정	위험,수위,도달,콘텐츠,동북,공정,중국,한류콘텐츠,자국문화,주장,한국,콘텐츠,중국,왜곡,방식,변화,중국,관심,한국,전통,의상,한복,킹덤,넷플릭스,드라마,방탄소년단,블랙핑크,무대의상,아이돌,무대,의상,한복,주목,한푸,자국,문화,편입,서적,대중매체,왜곡,사실,방식,콘텐츠,접근,진화,웨이보,중국판,트위,클릭,한푸,해시태그,관심도,확인,폭등,영상,350만,중국,차단,인스타그램,한푸,해시태그,4만,중회,한푸,브랜드,1분기,매출,매장,세뇌,위험,수위,도달,사실,샤이닝니키,게임,기념,한국,서비스,한복,추가,중국,이용자,반발,한국,전통,의상,한족,전통의상,주장,서비스사,페이퍼게임즈,회사,조국,입장,일치,한복,아이템,삭제,한국,이용자,반발,중국기업,수호,국가,존엄,서비스,종료,한국,서비스,통보,한복,중국,2017년,수입,한국,콘텐츠,콘텐츠,김성수,국회,더불어민주당,의원,2018년,34개,프로그램,중국,피해,소녀시대,엑소,현아,트와이스,여자친구,콘셉트,아이돌,콘텐츠,부가가치,상품,피해액,추산,게임사,관계자,중국,일본,기모노,닌자,자국,문화,주장,일본,게임,적극,성공,콘텐츠,한복,방법
20201110	머니투데이	대장금, 백두산도 모자라 한복까지 뺏으려는 중국, 속내는	대장금,백두산,한복,중국,속내,중국,누리,한복,동북,공정,한국,전통,의상,한복,중국,명나라,주장,누리꾼,참여,논란,과열,모양새,중국,SNS,웨이보,한복,韓服,한푸,漢服,중국,복식,표절,한국,한복,한푸,논란,검색어,등장,기록,중국,누리,한복,중국,한국,역사,왜곡,대표적,사례,방영,상스,중국,드라마,尙食,쉬카이,출연,배우,사진,쉬카이,상스,촬영장,한복,의상,인증샷,웨이보,게시,상스,제작진,쉬카이,한복,중국,주장,누리꾼,명나라,복장,한푸,속국,한복,댓글,누리꾼,한국인,한국,유행,역사,드라마,사극,주인공들,한푸,비판,상스,중국,한류,열풍,드라마,대장금,표절,의혹,작품,상스,명나라,궁녀,요리법,고위직,대장금,줄거리,보유,웨이,인플루언서들,한복,동북,공정,참여,상스,제작진,주장,전망,웨이,인플루언서들,한복,중국,민족,한족,강조,영상,게시,50만,보유,인플루언서,외국인들,영상,제작,한복,인플루언서,영상,하단,영어,자막,삽입,한복,중국,명나라,한국인들,강변,한복,일본,기모노,중국,한푸,유래,주장,다큐멘터리,영상,등장,영상,중국,문화,문화,과거,한족,유래,중국,한푸,한국,한복,일본,기모노,영향,주장,중국,게임사,페이퍼게임즈,제작,샤이닝니키,모바일,게임,한복,논란,샤이닝니키,중국,게이머,한복,중국,민족,조선족,문화,주장,지지,서비스,종료,일각,중국,한국,문화,목소리,방탄소년단,기생충,킹덤,세계적,인기,한국,콘텐츠,중국,표절,사례,지적,실제,중국,힙합,프로그램,아리랑,백두산,장백산,중국,명칭,언급,장면,방영,2016년,하루,방문,바이두,포털,사이트,윤동주,중국,국적,조선족,표기,논란
20201110	국민일보	‘대장금’ 짝퉁 만든 중국의 억지 “한복은 고려가 훔친 중국 것”	대장금,짝퉁,중국,억지,한복,중국,운동,네티즌,한푸,벌여,페이퍼게임즈,중국,게임사,출시,지난달,스타일링,게임,샤이닝니키,한복,중국,전통문화,성명,논란,네티즌들,중국,네티즌,한복,중국,운동,한국,드라마,등장,복식,한복,韓服,한복,漢服,한푸,주장,중국,온라인,한국,누리,한푸,漢服,활동,한푸,漢服,한복,韓服,해시태그,공유,방영,상스,중국,드라마,쉬카이,남자,배우,웨이보,중국판,트위,사진,한복,논란,쉬카이,의상,상스,작가,제작자,위정,계정,공식,웨이보,드라마,의상,한국,원래,한국,한복,명나라,한푸,속국,주장,중국,네티즌,해시태그,위정,ins,인스타그램,위정,주장,상스,명나라,한국,명나라,수라간,상식국,궁녀,선발,야오쯔진,요리법,관심,요리,약선,조합,요리,발전,대표,한류,드라마,대장금,짝퉁,의혹,위정,주장,과거,중국,만담,궈더강,샹성,코미디언,영상,수면,전시센터,베이징,전시,센터,유쿠이언,출연,샹성,공연,궈더강,한국,중국,한국,주장,불만,궈더강,한국인,단오절,발명,주장,중국의학,한국,발명,주장,공자,한국,주장,부처,한국,주장,유쿠이언,중국인,발명,궈더강,중국인,한국인,발명,중국,누리,단오절,한국,공자,한국,장백산,한국,한복,김치,한국,김치,중국,나라,한국,고대,중국,부속,의미,반응,분노,한국,한복,일본,기모노,중국,의복,유래,다큐멘터리,영상,등장,다큐멘터리,영상,한복,사상,예의,총체,중국,문화,한족,문화,유래,설명,한족,문화,중국,문명,설명,의복,중국,한복,한국,한복,기모노,영향,주장,중국,인플루언서,한복,중국,설명,인플루언서,한푸,중국,한국,의복,일본,기모노,오해,한복,중국,설명
20201110	조선일보	[윤희영의 News English] 한복도 따라 입고, 대장금도 따라 만드는 중국	윤희영,News,English,한복,대장금,중국,한국,대장금,짝퉁,의혹,suspected,imitation,상스,중국,드라마,尙食,방영,출연,남자,배우,쉬카이,許凱,웨이보,중국판,트위,사진,한복,韓服,논란,가열,instigate,arguments,요즘,중국,fly,high,배우,쉬카이,尙食,촬영장,한복,의상,wear,costume,resembling,Korean,hanbok,사진,웨이보,尙食,영어,Royal,Feast,왕실,연회,Imperial,Cuisine,황실,요리,번역,왕실,음식,의미,쉬카이,사진,고조,국수주의,민족문화의식,amid,rising,nationalism,cultural,consciousness,네티즌들,설전,spark,fierce,exchange,words,와중,제작진,드라마,의상,韓服,한족,중국,명나라,漢族,한푸,漢服,강변,논란,중국,시청자,한국,대장금,한복,친숙,familiar,尙食,의상,디자인,한국,문화,도용,비난,한국인,중국,네티즌,쇄도,flood,sides,response,尙食,작가,제작자,위정,于正,드라마,의상,명나라,한푸,한국,韓服,원래,한국,한복,명나라,한푸,속국,vassal,state,adopted,주장,홍콩,사우스차이나모닝포스트,중국,역사,속자치통감,원나라,원나라,풍습,고려양,명나라,유행,기록,words,尙食,의상,원래,한푸,韓服,유래,역사,사실,고증,ascertain,historical,truth,尙食,작가,제작자,위정,작품,표절,의혹,embroiled,plagiarism,궁쇄연성,宮鎖連城,경요,대만,작가,瓊瑤,소설,매화락,梅花烙,저작권,침해,infringe,copyright,확인,500만,위안,8억,배상,전파,처분,전파,대장금,조선시대,서장금,조선,시대,소녀,궁녀,수라간,royal,kitchen,미각,두각,cut,conspicuous,figure,의녀,醫女,여성,임금,주치의,어의,御醫,이야기,尙食,명나라,야오쯔진,명나라,여자,아이,왕실,음식,상식국,궁녀,약선,藥膳,medicinal,herbs,재료,요리,고위직,결국,발전,음식,문화,한복,韓服,한푸,漢服,大長今,尙食,중국,수입,김치,구별,사이트,참조,영문,자료,https://www.scmp.com/lifestyle/fashion-beauty/article/3108748/hanfu-vs-hanbok-chinese-koreans-dispute-costumes-origins/NUrl,https,dramapanda.com,xu-kais,costume-for,royal-feast,draws-controversy,for-being,too-korean,yu-zheng,responds.html,https://www.shine.cn/feature/lifestyle/NUrl
